,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4
2769,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
2770,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
2771,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
2772,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
2773,Tuberculosis, chills, vomiting, fatigue, weight_loss
2774,Common Cold, continuous_sneezing, chills, fatigue, cough
2775,Pneumonia, chills, fatigue, cough, high_fever
2776,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
2777,Heart attack, vomiting, breathlessness, sweating, chest_pain
2778,Varicose veins, fatigue, cramps, bruising, obesity
2779,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
2780,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
2781,Hypoglycemia, vomiting, fatigue, anxiety, sweating
2782,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
2783,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
2784,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
2785,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
2786,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
2787,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
2788,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
2789,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
2790,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
2791,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
2792,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
2793,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
2794,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
2795,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
2796,Diabetes , fatigue, weight_loss, restlessness, lethargy
2797,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
2798,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
2799,Hypertension , headache, chest_pain, dizziness, loss_of_balance
2800,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
2801,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
2802,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
2803,Jaundice,itching, vomiting, fatigue, weight_loss
2804,Malaria, chills, vomiting, high_fever, sweating
2805,Chicken pox,itching, skin_rash, fatigue, lethargy
2806,Dengue, skin_rash, chills, joint_pain, vomiting
2807,Typhoid, chills, vomiting, fatigue, high_fever
2808,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
2809,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
2810,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
2811,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
2812,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
2813,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
2814,Tuberculosis, chills, vomiting, fatigue, weight_loss
2815,Common Cold, continuous_sneezing, chills, fatigue, cough
2816,Pneumonia, chills, fatigue, cough, high_fever
2817,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
2818,Heart attack, vomiting, breathlessness, sweating, chest_pain
2819,Varicose veins, fatigue, cramps, bruising, obesity
2820,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
2821,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
2822,Hypoglycemia, vomiting, fatigue, anxiety, sweating
2823,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
2824,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
2825,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
2826,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
2827,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
2828,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
2829,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
2830,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
2831,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
2832,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
2833,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
2834,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
2835,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
2836,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
2837,Diabetes , fatigue, weight_loss, restlessness, lethargy
2838,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
2839,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
2840,Hypertension , headache, chest_pain, dizziness, loss_of_balance
2841,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
2842,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
2843,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
2844,Jaundice,itching, vomiting, fatigue, weight_loss
2845,Malaria, chills, vomiting, high_fever, sweating
2846,Chicken pox,itching, skin_rash, fatigue, lethargy
2847,Dengue, skin_rash, chills, joint_pain, vomiting
2848,Typhoid, chills, vomiting, fatigue, high_fever
2849,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
2850,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
2851,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
2852,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
2853,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
2854,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
2855,Tuberculosis, chills, vomiting, fatigue, weight_loss
2856,Common Cold, continuous_sneezing, chills, fatigue, cough
2857,Pneumonia, chills, fatigue, cough, high_fever
2858,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
2859,Heart attack, vomiting, breathlessness, sweating, chest_pain
2860,Varicose veins, fatigue, cramps, bruising, obesity
2861,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
2862,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
2863,Hypoglycemia, vomiting, fatigue, anxiety, sweating
2864,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
2865,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
2866,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
2867,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
2868,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
2869,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
2870,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
2871,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
2872,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
2873,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
2874,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
2875,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
2876,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
2877,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
2878,Diabetes , fatigue, weight_loss, restlessness, lethargy
2879,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
2880,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
2881,Hypertension , headache, chest_pain, dizziness, loss_of_balance
2882,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
2883,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
2884,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
2885,Jaundice,itching, vomiting, fatigue, weight_loss
2886,Malaria, chills, vomiting, high_fever, sweating
2887,Chicken pox,itching, skin_rash, fatigue, lethargy
2888,Dengue, skin_rash, chills, joint_pain, vomiting
2889,Typhoid, chills, vomiting, fatigue, high_fever
2890,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
2891,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
2892,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
2893,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
2894,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
2895,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
2896,Tuberculosis, chills, vomiting, fatigue, weight_loss
2897,Common Cold, continuous_sneezing, chills, fatigue, cough
2898,Pneumonia, chills, fatigue, cough, high_fever
2899,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
2900,Heart attack, vomiting, breathlessness, sweating, chest_pain
2901,Varicose veins, fatigue, cramps, bruising, obesity
2902,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
2903,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
2904,Hypoglycemia, vomiting, fatigue, anxiety, sweating
2905,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
2906,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
2907,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
2908,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
2909,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
2910,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
2911,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
2912,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
2913,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
2914,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
2915,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
2916,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
2917,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
2918,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
2919,Diabetes , fatigue, weight_loss, restlessness, lethargy
2920,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
2921,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
2922,Hypertension , headache, chest_pain, dizziness, loss_of_balance
2923,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
2924,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
2925,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
2926,Jaundice,itching, vomiting, fatigue, weight_loss
2927,Malaria, chills, vomiting, high_fever, sweating
2928,Chicken pox,itching, skin_rash, fatigue, lethargy
2929,Dengue, skin_rash, chills, joint_pain, vomiting
2930,Typhoid, chills, vomiting, fatigue, high_fever
2931,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
2932,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
2933,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
2934,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
2935,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
2936,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
2937,Tuberculosis, chills, vomiting, fatigue, weight_loss
2938,Common Cold, continuous_sneezing, chills, fatigue, cough
2939,Pneumonia, chills, fatigue, cough, high_fever
2940,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
2941,Heart attack, vomiting, breathlessness, sweating, chest_pain
2942,Varicose veins, fatigue, cramps, bruising, obesity
2943,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
2944,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
2945,Hypoglycemia, vomiting, fatigue, anxiety, sweating
2946,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
2947,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
2948,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
2949,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
2950,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
2951,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
2952,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
2953,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
2954,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
2955,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
2956,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
2957,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
2958,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
2959,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
2960,Diabetes , fatigue, weight_loss, restlessness, lethargy
2961,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
2962,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
2963,Hypertension , headache, chest_pain, dizziness, loss_of_balance
2964,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
2965,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
2966,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
2967,Jaundice,itching, vomiting, fatigue, weight_loss
2968,Malaria, chills, vomiting, high_fever, sweating
2969,Chicken pox,itching, skin_rash, fatigue, lethargy
2970,Dengue, skin_rash, chills, joint_pain, vomiting
2971,Typhoid, chills, vomiting, fatigue, high_fever
2972,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
2973,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
2974,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
2975,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
2976,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
2977,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
2978,Tuberculosis, chills, vomiting, fatigue, weight_loss
2979,Common Cold, continuous_sneezing, chills, fatigue, cough
2980,Pneumonia, chills, fatigue, cough, high_fever
2981,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
2982,Heart attack, vomiting, breathlessness, sweating, chest_pain
2983,Varicose veins, fatigue, cramps, bruising, obesity
2984,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
2985,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
2986,Hypoglycemia, vomiting, fatigue, anxiety, sweating
2987,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
2988,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
2989,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
2990,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
2991,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
2992,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
2993,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
2994,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
2995,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
2996,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
2997,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
2998,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
2999,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
3000,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
3001,Diabetes , fatigue, weight_loss, restlessness, lethargy
3002,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
3003,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
3004,Hypertension , headache, chest_pain, dizziness, loss_of_balance
3005,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
3006,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
3007,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
3008,Jaundice,itching, vomiting, fatigue, weight_loss
3009,Malaria, chills, vomiting, high_fever, sweating
3010,Chicken pox,itching, skin_rash, fatigue, lethargy
3011,Dengue, skin_rash, chills, joint_pain, vomiting
3012,Typhoid, chills, vomiting, fatigue, high_fever
3013,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
3014,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
3015,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
3016,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
3017,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
3018,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
3019,Tuberculosis, chills, vomiting, fatigue, weight_loss
3020,Common Cold, continuous_sneezing, chills, fatigue, cough
3021,Pneumonia, chills, fatigue, cough, high_fever
3022,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
3023,Heart attack, vomiting, breathlessness, sweating, chest_pain
3024,Varicose veins, fatigue, cramps, bruising, obesity
3025,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
3026,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
3027,Hypoglycemia, vomiting, fatigue, anxiety, sweating
3028,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
3029,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
3030,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
3031,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
3032,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
3033,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
3034,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
3035,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
3036,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
3037,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
3038,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
3039,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
3040,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
3041,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
3042,Diabetes , fatigue, weight_loss, restlessness, lethargy
3043,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
3044,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
3045,Hypertension , headache, chest_pain, dizziness, loss_of_balance
3046,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
3047,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
3048,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
3049,Jaundice,itching, vomiting, fatigue, weight_loss
3050,Malaria, chills, vomiting, high_fever, sweating
3051,Chicken pox,itching, skin_rash, fatigue, lethargy
3052,Dengue, skin_rash, chills, joint_pain, vomiting
3053,Typhoid, chills, vomiting, fatigue, high_fever
3054,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
3055,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
3056,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
3057,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
3058,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
3059,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
3060,Tuberculosis, chills, vomiting, fatigue, weight_loss
3061,Common Cold, continuous_sneezing, chills, fatigue, cough
3062,Pneumonia, chills, fatigue, cough, high_fever
3063,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
3064,Heart attack, vomiting, breathlessness, sweating, chest_pain
3065,Varicose veins, fatigue, cramps, bruising, obesity
3066,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
3067,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
3068,Hypoglycemia, vomiting, fatigue, anxiety, sweating
3069,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
3070,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
3071,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
3072,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
3073,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
3074,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
3075,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
3076,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
3077,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
3078,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
3079,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
3080,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
3081,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
3082,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
3083,Diabetes , fatigue, weight_loss, restlessness, lethargy
3084,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
3085,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
3086,Hypertension , headache, chest_pain, dizziness, loss_of_balance
3087,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
3088,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
3089,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
3090,Jaundice,itching, vomiting, fatigue, weight_loss
3091,Malaria, chills, vomiting, high_fever, sweating
3092,Chicken pox,itching, skin_rash, fatigue, lethargy
3093,Dengue, skin_rash, chills, joint_pain, vomiting
3094,Typhoid, chills, vomiting, fatigue, high_fever
3095,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
3096,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
3097,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
3098,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
3099,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
3100,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
3101,Tuberculosis, chills, vomiting, fatigue, weight_loss
3102,Common Cold, continuous_sneezing, chills, fatigue, cough
3103,Pneumonia, chills, fatigue, cough, high_fever
3104,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
3105,Heart attack, vomiting, breathlessness, sweating, chest_pain
3106,Varicose veins, fatigue, cramps, bruising, obesity
3107,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
3108,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
3109,Hypoglycemia, vomiting, fatigue, anxiety, sweating
3110,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
3111,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
3112,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
3113,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
3114,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
3115,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
3116,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
3117,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
3118,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
3119,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
3120,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
3121,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
3122,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
3123,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
3124,Diabetes , fatigue, weight_loss, restlessness, lethargy
3125,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
3126,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
3127,Hypertension , headache, chest_pain, dizziness, loss_of_balance
3128,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
3129,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
3130,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
3131,Jaundice,itching, vomiting, fatigue, weight_loss
3132,Malaria, chills, vomiting, high_fever, sweating
3133,Chicken pox,itching, skin_rash, fatigue, lethargy
3134,Dengue, skin_rash, chills, joint_pain, vomiting
3135,Typhoid, chills, vomiting, fatigue, high_fever
3136,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
3137,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
3138,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
3139,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
3140,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
3141,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
3142,Tuberculosis, chills, vomiting, fatigue, weight_loss
3143,Common Cold, continuous_sneezing, chills, fatigue, cough
3144,Pneumonia, chills, fatigue, cough, high_fever
3145,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
3146,Heart attack, vomiting, breathlessness, sweating, chest_pain
3147,Varicose veins, fatigue, cramps, bruising, obesity
3148,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
3149,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
3150,Hypoglycemia, vomiting, fatigue, anxiety, sweating
3151,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
3152,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
3153,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
3154,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
3155,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
3156,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
3157,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
3158,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
3159,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
3160,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
3161,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
3162,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
3163,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
3164,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
3165,Diabetes , fatigue, weight_loss, restlessness, lethargy
3166,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
3167,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
